?cosing_ref	?gene_count	?cosing_inci	?cas_list	?function_list
<http://example.org/cosing/ref/77672>	20	"OCTOXYNOL-25"	"https://identifiers.org/cas/9002-93-1"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77674>	20	"OCTOXYNOL-30"	"https://identifiers.org/cas/9002-93-1"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77675>	20	"OCTOXYNOL-33"	"https://identifiers.org/cas/9002-93-1"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77676>	20	"OCTOXYNOL-40"	"https://identifiers.org/cas/9002-93-1"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77679>	20	"OCTOXYNOL-70"	"https://identifiers.org/cas/9002-93-1"	"CLEANSING,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77665>	20	"OCTOXYNOL-10"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77666>	20	"OCTOXYNOL-11"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77668>	20	"OCTOXYNOL-13"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77673>	20	"OCTOXYNOL-3"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77677>	20	"OCTOXYNOL-5"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77678>	20	"OCTOXYNOL-7"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77680>	20	"OCTOXYNOL-8"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77681>	20	"OCTOXYNOL-9"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/77667>	20	"OCTOXYNOL-12"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/57561>	20	"OCTOXYNOL-6"	"https://identifiers.org/cas/9002-93-1"	"SURFACTANT - EMULSIFYING"
<http://example.org/cosing/ref/90625>	20	"SYNEPHRINE"	"https://identifiers.org/cas/94-07-5"	"SKIN PROTECTING"
<http://example.org/cosing/ref/85087>	19	"TRIETHYLENE GLYCOL DIMETHACRYLATE"	"https://identifiers.org/cas/109-16-0"	"NAIL CONDITIONING"
<http://example.org/cosing/ref/84648>	19	"DIHYDROCOUMARIN"	"https://identifiers.org/cas/119-84-6"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/96125>	19	"SPERMIDINE"	"https://identifiers.org/cas/124-20-9"	"HAIR CONDITIONING,ANTIOXIDANT"
<http://example.org/cosing/ref/32774>	19	"CI 45430"	"https://identifiers.org/cas/16423-68-0"	"COLORANT"
<http://example.org/cosing/ref/31629>	19	"ACID RED 51"	"https://identifiers.org/cas/16423-68-0"	"HAIR DYEING,COLORANT"
<http://example.org/cosing/ref/97076>	19	"TETRAHYDROCURCUMIN"	"https://identifiers.org/cas/36062-04-1"	"ANTIOXIDANT"
<http://example.org/cosing/ref/38557>	19	"TETRAHYDRODIFERULOYLMETHANE"	"https://identifiers.org/cas/36062-04-1"	"ANTIOXIDANT"
<http://example.org/cosing/ref/54826>	19	"BASIC VIOLET 3"	"https://identifiers.org/cas/548-62-9"	"HAIR DYEING"
<http://example.org/cosing/ref/92046>	19	"CUCURBITACIN B"	"https://identifiers.org/cas/6199-67-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/36487>	19	"PENTETIC ACID"	"https://identifiers.org/cas/67-43-6"	"CHELATING"
<http://example.org/cosing/ref/37482>	19	"RETINYL PALMITATE"	"https://identifiers.org/cas/79-81-2"	"SKIN CONDITIONING - MISCELLANEOUS,SKIN CONDITIONING"
<http://example.org/cosing/ref/34989>	19	"LAVANDULA ANGUSTIFOLIA OIL"	"https://identifiers.org/cas/8000-28-0"	"FRAGRANCE,TONIC"
<http://example.org/cosing/ref/85025>	18	"BARIUM CHLORIDE"	"https://identifiers.org/cas/10361-37-2"	"NOT REPORTED"
<http://example.org/cosing/ref/38756>	18	"TRIOLEIN"	"https://identifiers.org/cas/122-32-7"	"VISCOSITY CONTROLLING,SKIN CONDITIONING"
<http://example.org/cosing/ref/41354>	18	"BETA-IONONE"	"https://identifiers.org/cas/14901-07-6"	"PERFUMING"
<http://example.org/cosing/ref/85429>	18	"DAPHNETIN"	"https://identifiers.org/cas/486-35-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/41103>	18	"SCLAREOL"	"https://identifiers.org/cas/515-03-7"	"PERFUMING"
<http://example.org/cosing/ref/59052>	18	"RASPBERRY KETONE"	"https://identifiers.org/cas/5471-51-2"	"FRAGRANCE,SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/98730>	18	"GINSENOSIDE RH1"	"https://identifiers.org/cas/63223-86-9"	"HAIR CONDITIONING,SKIN CONDITIONING - HUMECTANT"
<http://example.org/cosing/ref/31573>	18	"ACETONE"	"https://identifiers.org/cas/67-64-1"	"DENATURANT,SOLVENT,FRAGRANCE"
<http://example.org/cosing/ref/84555>	17	"DIETHANOLAMINE"	"https://identifiers.org/cas/111-42-2"	"BUFFERING"
<http://example.org/cosing/ref/92012>	17	"SCOPARONE"	"https://identifiers.org/cas/120-08-1"	"ANTIOXIDANT"
<http://example.org/cosing/ref/40299>	17	"INDOLE"	"https://identifiers.org/cas/120-72-9"	"PERFUMING"
<http://example.org/cosing/ref/35110>	17	"MAGNESIUM OXIDE"	"https://identifiers.org/cas/1309-48-4"	"ABSORBENT,OPACIFYING,BUFFERING"
<http://example.org/cosing/ref/84486>	17	"2-NAPHTHOL"	"https://identifiers.org/cas/135-19-3"	"HAIR DYEING,PERFUMING"
<http://example.org/cosing/ref/83557>	17	"PROTOCATECHUICALDEHYDE"	"https://identifiers.org/cas/139-85-5"	"ANTIOXIDANT,BLEACHING,SKIN CONDITIONING"
<http://example.org/cosing/ref/90080>	17	"ARCTIIN"	"https://identifiers.org/cas/20362-31-6"	"ANTIOXIDANT"
<http://example.org/cosing/ref/94114>	17	"PHENYLMETHYLSULFONYL FLUORIDE"	"https://identifiers.org/cas/329-98-6"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/34837>	17	"LACTULOSE"	"https://identifiers.org/cas/4618-18-2"	"SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/98729>	17	"GINSENOSIDE RG2"	"https://identifiers.org/cas/52286-74-5"	"HAIR CONDITIONING,SKIN CONDITIONING - HUMECTANT"
<http://example.org/cosing/ref/32780>	17	"CI 58000"	"https://identifiers.org/cas/72-48-0"	"COLORANT"
<http://example.org/cosing/ref/36575>	17	"PIGMENT RED 83"	"https://identifiers.org/cas/72-48-0"	"HAIR DYEING,COLORANT"
<http://example.org/cosing/ref/37812>	17	"SODIUM CHLORATE"	"https://identifiers.org/cas/7775-09-9"	"DEODORANT,OXIDISING"
<http://example.org/cosing/ref/79866>	17	"ROSMARINUS OFFICINALIS LEAF OIL"	"https://identifiers.org/cas/8000-25-7"	"FRAGRANCE,SKIN CONDITIONING"
<http://example.org/cosing/ref/32744>	17	"CI 26100"	"https://identifiers.org/cas/85-86-9"	"COLORANT"
<http://example.org/cosing/ref/38153>	17	"SOLVENT RED 23"	"https://identifiers.org/cas/85-86-9"	"HAIR DYEING"
<http://example.org/cosing/ref/56714>	17	"INDOLE ACETIC ACID"	"https://identifiers.org/cas/87-51-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/78649>	17	"POLYETHYLENE"	"https://identifiers.org/cas/9002-88-4"	"FILM FORMING,ABRASIVE,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/98589>	17	"HYDROXYLATED DOCOSAHEXAENOIC ACID"	"https://identifiers.org/cas/90780-52-2"	"SKIN PROTECTING"
<http://example.org/cosing/ref/32153>	16	"BENZYL ALCOHOL"	"https://identifiers.org/cas/100-51-6"	"SOLVENT,PRESERVATIVE,VISCOSITY CONTROLLING,PERFUMING"
<http://example.org/cosing/ref/95937>	16	"2-ETHYLHEXANOL"	"https://identifiers.org/cas/104-76-7"	"NOT REPORTED"
<http://example.org/cosing/ref/39869>	16	"ETHYLHEXANOL"	"https://identifiers.org/cas/104-76-7"	"PERFUMING"
<http://example.org/cosing/ref/34176>	16	"GUANOSINE"	"https://identifiers.org/cas/118-00-3"	"OPACIFYING,SKIN CONDITIONING"
<http://example.org/cosing/ref/59988>	16	"URIDINE"	"https://identifiers.org/cas/58-96-8"	"SKIN PROTECTING,SKIN CONDITIONING"
<http://example.org/cosing/ref/57972>	16	"OROTIC ACID"	"https://identifiers.org/cas/65-86-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/32377>	16	"CAMPHOR"	"https://identifiers.org/cas/76-22-2"	"DENATURANT,FRAGRANCE,PLASTICISER"
<http://example.org/cosing/ref/38230>	16	"STANNOUS CHLORIDE"	"https://identifiers.org/cas/7772-99-8"	"REDUCING"
<http://example.org/cosing/ref/55677>	16	"COMMIPHORA MYRRHA RESIN"	"https://identifiers.org/cas/9000-45-7"	"FRAGRANCE"
<http://example.org/cosing/ref/39374>	16	"COMMIPHORA ABYSSINICA GUM OIL"	"https://identifiers.org/cas/9000-45-7"	"PERFUMING"
<http://example.org/cosing/ref/55673>	16	"COMMIPHORA ABYSSINICA RESIN EXTRACT"	"https://identifiers.org/cas/9000-45-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/74496>	16	"BENZYLPARABEN"	"https://identifiers.org/cas/94-18-8"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/54214>	15	"4-METHYLBENZALDEHYDE"	"https://identifiers.org/cas/104-87-0"	"FRAGRANCE"
<http://example.org/cosing/ref/77311>	15	"LINALYL ACETATE"	"https://identifiers.org/cas/115-95-7"	"FRAGRANCE"
<http://example.org/cosing/ref/38807>	15	"UBIQUINONE"	"https://identifiers.org/cas/1339-63-5"	"ANTIOXIDANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/57584>	15	"ISOPROPYLIDENEDIPHENYL BISOXYHYDROXYPROPYL METHACRYLATE"	"https://identifiers.org/cas/1565-94-2"	"FILM FORMING"
<http://example.org/cosing/ref/98628>	15	"ASTRAGALIN"	"https://identifiers.org/cas/480-10-4"	"SKIN CONDITIONING - MISCELLANEOUS,ANTIOXIDANT"
<http://example.org/cosing/ref/31512>	15	"3,4-METHYLENEDIOXYPHENOL"	"https://identifiers.org/cas/533-31-3"	"HAIR DYEING"
<http://example.org/cosing/ref/37381>	15	"PYRIDOXAL 5-PHOSPHATE"	"https://identifiers.org/cas/54-47-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/34582>	15	"IODOPROPYNYL BUTYLCARBAMATE"	"https://identifiers.org/cas/55406-53-6"	"PRESERVATIVE"
<http://example.org/cosing/ref/55520>	15	"CREATINE"	"https://identifiers.org/cas/57-00-1"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/31369>	15	"ADENOSINE PHOSPHATE"	"https://identifiers.org/cas/61-19-8"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/31668>	15	"ALUMINUM FLUORIDE"	"https://identifiers.org/cas/7784-18-1"	"ORAL CARE,ANTIPLAQUE"
<http://example.org/cosing/ref/74599>	14	"BENZALDEHYDE"	"https://identifiers.org/cas/100-52-7"	"DENATURANT,FLAVOURING,FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/36542>	14	"PHLOROGLUCINOL"	"https://identifiers.org/cas/108-73-6"	"HAIR DYEING"
<http://example.org/cosing/ref/78861>	14	"SQUALENE"	"https://identifiers.org/cas/111-02-4"	"SKIN CONDITIONING - EMOLLIENT,HAIR CONDITIONING,ANTISTATIC,REFATTING,SKIN CONDITIONING"
<http://example.org/cosing/ref/32664>	14	"CHLOROPHENE"	"https://identifiers.org/cas/120-32-1"	"ANTIMICROBIAL,PRESERVATIVE"
<http://example.org/cosing/ref/35831>	14	"P-AMINOPHENOL"	"https://identifiers.org/cas/123-30-8"	"HAIR DYEING"
<http://example.org/cosing/ref/40647>	14	"PHYTOL"	"https://identifiers.org/cas/150-86-7"	"SKIN CONDITIONING - EMOLLIENT,FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/54535>	14	"ASIATICOSIDE"	"https://identifiers.org/cas/16830-15-2"	"ANTIOXIDANT,SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/58194>	14	"METHYLTHIOADENOSINE"	"https://identifiers.org/cas/2457-80-9"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/82537>	14	"PALMATINE"	"https://identifiers.org/cas/3486-67-7"	"ANTIOXIDANT"
<http://example.org/cosing/ref/98213>	14	"CANNABINOL"	"https://identifiers.org/cas/521-35-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/33101>	14	"CYCLOMETHICONE"	"https://identifiers.org/cas/556-67-2"	"SKIN CONDITIONING - EMOLLIENT,HAIR CONDITIONING,SOLVENT"
<http://example.org/cosing/ref/33104>	14	"CYCLOTETRASILOXANE"	"https://identifiers.org/cas/556-67-2"	"SKIN CONDITIONING - EMOLLIENT,HAIR CONDITIONING,SOLVENT"
<http://example.org/cosing/ref/84479>	14	"GLABRIDIN"	"https://identifiers.org/cas/59870-68-7"	"BLEACHING"
<http://example.org/cosing/ref/95978>	14	"CYSTEAMINE"	"https://identifiers.org/cas/60-23-1"	"HAIR WAVING OR STRAIGHTENING"
<http://example.org/cosing/ref/41105>	14	"SKATOLE"	"https://identifiers.org/cas/83-34-1"	"PERFUMING"
<http://example.org/cosing/ref/32666>	14	"CHLOROXYLENOL"	"https://identifiers.org/cas/88-04-0"	"ANTIMICROBIAL,DEODORANT,PRESERVATIVE"
<http://example.org/cosing/ref/83798>	13	"ETHYL CAFFEATE"	"https://identifiers.org/cas/102-37-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/35237>	13	"MERCAPTOPROPIONIC ACID"	"https://identifiers.org/cas/107-96-0"	"DEPILATORY,REDUCING,HAIR WAVING OR STRAIGHTENING"
<http://example.org/cosing/ref/32132>	13	"BENZETHONIUM CHLORIDE"	"https://identifiers.org/cas/121-54-0"	"ANTIMICROBIAL,DEODORANT,SURFACTANT - DISPERSING,PRESERVATIVE"
<http://example.org/cosing/ref/40757>	13	"METHYL 3-OXO-2-PENTENYLCYCLOPENTANEACETATE"	"https://identifiers.org/cas/1211-29-6"	"PERFUMING"
<http://example.org/cosing/ref/32147>	13	"BENZOPHENONE-8"	"https://identifiers.org/cas/131-53-3"	"UV ABSORBER"
<http://example.org/cosing/ref/88153>	13	"PARAXANTHINE"	"https://identifiers.org/cas/611-59-6"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/98571>	13	"BEETROOT RED"	"https://identifiers.org/cas/7659-95-2"	"COLORANT"
<http://example.org/cosing/ref/79870>	13	"ROYAL JELLY POWDER"	"https://identifiers.org/cas/8031-67-2"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/33292>	13	"DIETHYLAMINOMETHYLCOUMARIN"	"https://identifiers.org/cas/91-44-1"	"LIGHT STABILIZER"
<http://example.org/cosing/ref/35578>	13	"O-CRESOL"	"https://identifiers.org/cas/95-48-7"	"ANTIMICROBIAL,PERFUMING"
<http://example.org/cosing/ref/31411>	13	"ALLANTOIN"	"https://identifiers.org/cas/97-59-6"	"SOOTHING,SKIN PROTECTING,SKIN CONDITIONING"
<http://example.org/cosing/ref/74153>	13	"ACETOPHENONE"	"https://identifiers.org/cas/98-86-2"	"FRAGRANCE"
<http://example.org/cosing/ref/57560>	12	"OCTOPAMINE"	"https://identifiers.org/cas/104-14-3"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/37890>	12	"SODIUM HYDROXIDE"	"https://identifiers.org/cas/1310-73-2"	"DENATURANT,BUFFERING"
<http://example.org/cosing/ref/38094>	12	"SODIUM SULFIDE"	"https://identifiers.org/cas/1313-82-2"	"DEPILATORY"
<http://example.org/cosing/ref/32813>	12	"CI 77004"	"https://identifiers.org/cas/1332-58-7|https://identifiers.org/cas/1302-78-9"	"COLORANT"
<http://example.org/cosing/ref/35766>	12	"OXALIC ACID"	"https://identifiers.org/cas/144-62-7"	"CHELATING"
<http://example.org/cosing/ref/78683>	12	"PRISTANE"	"https://identifiers.org/cas/1921-70-6"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/34566>	12	"IMIDAZOLE"	"https://identifiers.org/cas/288-32-4"	"BUFFERING"
<http://example.org/cosing/ref/33778>	12	"ERGOSTEROL"	"https://identifiers.org/cas/57-87-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/56065>	12	"ETHYL PYRUVATE"	"https://identifiers.org/cas/617-35-6"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/84997>	12	"PHENOLPHTHALEIN"	"https://identifiers.org/cas/77-09-8"	"NOT REPORTED"
<http://example.org/cosing/ref/97345>	12	"ANTHRAQUINONE"	"https://identifiers.org/cas/84-65-1"	"NOT REPORTED"
<http://example.org/cosing/ref/56346>	12	"GLYCOL HEMA-METHACRYLATE"	"https://identifiers.org/cas/97-90-5"	"FILM FORMING"
<http://example.org/cosing/ref/88080>	12	"GLYCOL DIMETHACRYLATE"	"https://identifiers.org/cas/97-90-5"	"NAIL CONDITIONING"
<http://example.org/cosing/ref/35509>	11	"NITROUS OXIDE"	"https://identifiers.org/cas/10024-97-2"	"PROPELLANT"
<http://example.org/cosing/ref/92290>	11	"CAPRYLYL GALLATE"	"https://identifiers.org/cas/1034-01-1"	"ANTIOXIDANT"
<http://example.org/cosing/ref/34491>	11	"HYDROXYCITRONELLAL"	"https://identifiers.org/cas/107-75-5"	"PERFUMING"
<http://example.org/cosing/ref/39919>	11	"4-ETHYLPHENOL"	"https://identifiers.org/cas/123-07-9"	"PERFUMING"
<http://example.org/cosing/ref/34885>	11	"LAURAMINE"	"https://identifiers.org/cas/124-22-1"	"ANTISTATIC"
<http://example.org/cosing/ref/93089>	11	"METHYL IONONES"	"https://identifiers.org/cas/127-51-5"	"FRAGRANCE"
<http://example.org/cosing/ref/39665>	11	"ALPHA-ISOMETHYL IONONE"	"https://identifiers.org/cas/127-51-5"	"SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/84985>	11	"ZIRCONIUM DIOXIDE"	"https://identifiers.org/cas/1314-23-4"	"OPACIFYING"
<http://example.org/cosing/ref/84646>	11	"ZIRCONYL DIOXIDE"	"https://identifiers.org/cas/1314-23-4"	"OPACIFYING"
<http://example.org/cosing/ref/58309>	11	"SOLVENT YELLOW 85"	"https://identifiers.org/cas/1742-95-6"	"HAIR DYEING"
<http://example.org/cosing/ref/34567>	11	"IMIDAZOLIDINYL UREA"	"https://identifiers.org/cas/39236-46-9"	"PRESERVATIVE"
<http://example.org/cosing/ref/59045>	11	"RAFFINOSE"	"https://identifiers.org/cas/512-69-6"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/36557>	11	"PHYTOSPHINGOSINE"	"https://identifiers.org/cas/554-62-1"	"HAIR CONDITIONING,SKIN CONDITIONING"
<http://example.org/cosing/ref/40857>	11	"MYRTENAL"	"https://identifiers.org/cas/564-94-3"	"PERFUMING"
<http://example.org/cosing/ref/40501>	11	"OCTAHYDRO-TETRAMETHYL-METHANO-1-NAPHTHOL"	"https://identifiers.org/cas/5986-55-0"	"PERFUMING"
<http://example.org/cosing/ref/92035>	11	"HARPAGIDE"	"https://identifiers.org/cas/6926-08-5"	"SKIN PROTECTING,SKIN CONDITIONING"
<http://example.org/cosing/ref/32807>	11	"CI 75170"	"https://identifiers.org/cas/73-40-5"	"COLORANT"
<http://example.org/cosing/ref/34175>	11	"GUANINE"	"https://identifiers.org/cas/73-40-5"	"COLORANT,OPACIFYING"
<http://example.org/cosing/ref/35121>	11	"MAGNESIUM SULFATE"	"https://identifiers.org/cas/7487-88-9"	"BULKING,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/75402>	11	"CYCLODEXTRIN"	"https://identifiers.org/cas/7585-39-9"	"ABSORBENT,CHELATING"
<http://example.org/cosing/ref/37002>	11	"POTASSIUM NITRATE"	"https://identifiers.org/cas/7757-79-1"	"SOOTHING,ORAL CARE"
<http://example.org/cosing/ref/82477>	11	"AMMONIUM VANADATE"	"https://identifiers.org/cas/7803-55-6"	"BUFFERING"
<http://example.org/cosing/ref/79139>	11	"PYRIDOXINE"	"https://identifiers.org/cas/8059-24-3"	"HAIR CONDITIONING,ANTISTATIC,SKIN CONDITIONING"
<http://example.org/cosing/ref/34127>	11	"GLYCOGEN"	"https://identifiers.org/cas/9005-79-2"	"SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/56723>	11	"INULIN"	"https://identifiers.org/cas/9005-80-5"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/41435>	11	"GAMMA-TERPINENE"	"https://identifiers.org/cas/99-85-4"	"PERFUMING"
<http://example.org/cosing/ref/38173>	10	"SORBIC ACID"	"https://identifiers.org/cas/110-44-1"	"PRESERVATIVE,FRAGRANCE"
<http://example.org/cosing/ref/40908>	10	"NONANE"	"https://identifiers.org/cas/111-84-2"	"PERFUMING"
<http://example.org/cosing/ref/80291>	10	"TRANEXAMIC ACID"	"https://identifiers.org/cas/1197-18-8"	"SKIN CONDITIONING,ASTRINGENT"
<http://example.org/cosing/ref/32154>	10	"BENZYL BENZOATE"	"https://identifiers.org/cas/120-51-4"	"ANTIMICROBIAL,SOLVENT,PERFUMING"
<http://example.org/cosing/ref/32125>	10	"BENTONITE"	"https://identifiers.org/cas/1302-78-9"	"EMULSION STABILISING,ABSORBENT,BULKING,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/35096>	10	"MAGNESIUM HYDROXIDE"	"https://identifiers.org/cas/1309-42-8"	"ABSORBENT,BUFFERING"
<http://example.org/cosing/ref/34158>	10	"GLYOXYLIC ACID"	"https://identifiers.org/cas/298-12-4"	"ANTISTATIC,HAIR WAVING OR STRAIGHTENING,BUFFERING"
<http://example.org/cosing/ref/58987>	10	"PERFLUOROCAPRYLYL BROMIDE"	"https://identifiers.org/cas/423-55-2"	"SOLVENT"
<http://example.org/cosing/ref/32314>	10	"CALCIUM CARBONATE"	"https://identifiers.org/cas/471-34-1"	"BULKING,ORAL CARE,ABRASIVE,OPACIFYING,BUFFERING"
<http://example.org/cosing/ref/32818>	10	"CI 77220"	"https://identifiers.org/cas/471-34-1"	"COLORANT"
<http://example.org/cosing/ref/87278>	10	"CHELIDONINE"	"https://identifiers.org/cas/476-32-4"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/56156>	10	"ERGOTHIONEINE"	"https://identifiers.org/cas/497-30-3"	"ANTIOXIDANT"
<http://example.org/cosing/ref/55574>	10	"CYTIDINE"	"https://identifiers.org/cas/65-46-3"	"SKIN PROTECTING,SKIN CONDITIONING"
<http://example.org/cosing/ref/38801>	10	"TRYPTOPHAN"	"https://identifiers.org/cas/73-22-3"	"HAIR CONDITIONING,ANTISTATIC,FRAGRANCE"
<http://example.org/cosing/ref/73988>	10	"ACETYL TRIBUTYL CITRATE"	"https://identifiers.org/cas/77-90-7"	"FRAGRANCE,PLASTICISER,PERFUMING"
<http://example.org/cosing/ref/35408>	10	"MUSK KETONE"	"https://identifiers.org/cas/81-14-1"	"FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/32793>	10	"CI 73015"	"https://identifiers.org/cas/860-22-0"	"COLORANT"
<http://example.org/cosing/ref/31612>	10	"ACID BLUE 74"	"https://identifiers.org/cas/860-22-0"	"HAIR DYEING"
<http://example.org/cosing/ref/40099>	10	"GUAIACOL"	"https://identifiers.org/cas/90-05-1"	"PERFUMING"
<http://example.org/cosing/ref/79328>	10	"POLYSTYRENE"	"https://identifiers.org/cas/9003-53-6"	"FILM FORMING"
<http://example.org/cosing/ref/35572>	10	"O-AMINOPHENOL"	"https://identifiers.org/cas/95-55-6"	"HAIR DYEING"
<http://example.org/cosing/ref/33964>	9	"FUMARIC ACID"	"https://identifiers.org/cas/110-17-8"	"BUFFERING"
<http://example.org/cosing/ref/35758>	9	"ORYZANOL"	"https://identifiers.org/cas/11042-64-1"	"ANTISTATIC,SKIN CONDITIONING"
<http://example.org/cosing/ref/33728>	9	"DODECYL GALLATE"	"https://identifiers.org/cas/1166-52-5"	"ANTIOXIDANT"
<http://example.org/cosing/ref/31452>	9	"ALUMINUM CHLOROHYDRATE"	"https://identifiers.org/cas/12042-91-0"	"ANTIPERSPIRANT,DEODORANT,ASTRINGENT"
<http://example.org/cosing/ref/55258>	9	"CHLORAMINE T"	"https://identifiers.org/cas/127-65-1"	"ANTIMICROBIAL"
<http://example.org/cosing/ref/86592>	9	"SHIKIMIC ACID"	"https://identifiers.org/cas/138-59-0"	"ANTI-SEBORRHEIC,DEODORANT,SKIN CONDITIONING"
<http://example.org/cosing/ref/55990>	9	"ETHYL ACRYLATE"	"https://identifiers.org/cas/140-88-5"	"PLASTICISER"
<http://example.org/cosing/ref/33796>	9	"ETHANOLAMINE"	"https://identifiers.org/cas/141-43-5"	"BUFFERING"
<http://example.org/cosing/ref/85064>	9	"NEOHESPERIDIN DIHYDROCHALCONE"	"https://identifiers.org/cas/20702-77-6"	"FLAVOURING,FRAGRANCE,PERFUMING"
<http://example.org/cosing/ref/79499>	9	"PERILLALDEHYDE"	"https://identifiers.org/cas/2111-75-3"	"FRAGRANCE,SKIN CONDITIONING,PERFUMING"
<http://example.org/cosing/ref/74181>	9	"ALKANNA TINCTORIA ROOT EXTRACT"	"https://identifiers.org/cas/23444-65-7"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/35648>	9	"OLEAMIDE"	"https://identifiers.org/cas/301-02-0"	"OPACIFYING,VISCOSITY CONTROLLING"
<http://example.org/cosing/ref/80356>	9	"TRIETHYLHEXYL TRIMELLITATE"	"https://identifiers.org/cas/3319-31-1"	"SKIN CONDITIONING - EMOLLIENT,SKIN CONDITIONING,PLASTICISER"
<http://example.org/cosing/ref/74803>	9	"CAPRIC ACID"	"https://identifiers.org/cas/334-48-5"	"CLEANSING,FRAGRANCE,SURFACTANT - CLEANSING,SURFACTANT - EMULSIFYING,PERFUMING"
<http://example.org/cosing/ref/35334>	9	"METHYLDIBROMO GLUTARONITRILE"	"https://identifiers.org/cas/35691-65-7"	"PRESERVATIVE"
<http://example.org/cosing/ref/40799>	9	"METHYL PROPYL DIKETONE"	"https://identifiers.org/cas/3848-24-6"	"PERFUMING"
<http://example.org/cosing/ref/32143>	9	"BENZOPHENONE-4"	"https://identifiers.org/cas/4065-45-6"	"UV ABSORBER,UV FILTER,LIGHT STABILIZER"
<http://example.org/cosing/ref/82881>	9	"2,5-DIHYDROXYBENZOIC ACID"	"https://identifiers.org/cas/490-79-9"	"SKIN CONDITIONING"
<http://example.org/cosing/ref/83000>	9	"RIBOSE"	"https://identifiers.org/cas/50-69-1"	"SKIN CONDITIONING,HUMECTANT"
<http://example.org/cosing/ref/54178>	9	"1-METHYLHYDANTOIN-2-IMIDE"	"https://identifiers.org/cas/60-27-5"	"SKIN CONDITIONING"
